rxcui,name,tty,search_traffic
689582,acetaminophen / chlorpheniramine / dextromethorphan / pseudoephedrine,MIN,228750
1007999,carbocysteine / promethazine,MIN,228300
820749,acetaminophen / dipyrone,MIN,228300
1007706,acetaminophen / dihydroergotamine,MIN,228300
1006937,griffonia preparation / kava root / melatonin,MIN,227633
691032,calcium iodide / codeine,MIN,227200
1007579,calcium ascorbate / potassium,MIN,227200
1006956,hydroxyzine / pentaerythritol,MIN,227200
1007227,acetaminophen / buclizine,MIN,226800
1007681,acetaminophen / propyphenazone,MIN,226800
1007204,codeine / propyphenazone,MIN,226800
214188,acetaminophen / salicylamide,MIN,226450
1007865,ascorbic acid / vitamin a / vitamin e,MIN,226333
690102,codeine / terpin hydrate,MIN,226200
1664630,acetaminophen / dextromethorphan / diphenhydramine / guaifenesin / phenylephrine,MIN,226200
1007654,acetaminophen / magnesium salicylate,MIN,225950
687408,acetaminophen / isometheptene,MIN,225950
820354,acetaminophen / pyrilamine,MIN,225800
690101,codeine / pyrilamine,MIN,225800
1008554,acetaminophen / codeine / magnesium salicylate / phenyltoloxamine,MIN,225725
820541,acetaminophen / butabarbital,MIN,225650
1008172,codeine / phenyltoloxamine,MIN,225500
1006954,carbon dioxide / helium / nitrogen / oxygen,MIN,225500
219228,acetaminophen / phenyltoloxamine,MIN,225500
214258,aspirin / phenyltoloxamine,MIN,225500
1007472,aspirin / chlormezanone,MIN,225240
1190930,acetaminophen / dexbrompheniramine,MIN,225240
392511,acetaminophen / chlormezanone,MIN,225240
1008589,oxeladin / promethazine,MIN,225160
1007947,acetaminophen / racemethionine,MIN,225085
1008028,guaiacolsulfonate / promethazine,MIN,225070
1007223,acetaminophen / adiphenine,MIN,225070
1008868,codeine / guaiacolsulfonate,MIN,225070
1008988,aspirin / nafronyl,MIN,225055
689937,hydroxyzine / oxyphencyclimine,MIN,225035
214237,anhydrous calcium iodide / codeine,MIN,225000
214178,acetaminophen / butalbital,MIN,225000
214443,codeine / iodinated glycerol,MIN,225000
1008954,codeine / erysimum preparation,MIN,225000
815852,codeine / ephedrine,MIN,225000
1007112,aspirin / pyridinolcarbamate,MIN,225000
1007693,acetaminophen / fursultiamin,MIN,225000
1007186,acetaminophen / bromelains,MIN,225000
1007240,acetiamine / aspirin,MIN,225000
214185,acetaminophen / pentazocine,MIN,225000
214254,aspirin / meprobamate,MIN,225000
818306,acetaminophen / mephenesin,MIN,225000
823128,acetaminophen / styramate,MIN,225000
214323,bromodiphenhydramine / codeine,MIN,225000
1007477,codeine / ethylmorphine,MIN,225000
1012111,chlorcyclizine / codeine,MIN,225000
816721,pholcodine / promethazine,MIN,225000
214257,aspirin / pentazocine,MIN,225000
214249,aspirin / butalbital,MIN,225000
820045,acetaminophen / meprobamate,MIN,225000
1368916,gamma-aminobutyrate / melatonin / valerian root extract,MIN,224866
1007521,acetaminophen / caffeine / phenyltoloxamine / salicylic acid,MIN,224500
1007804,acyclovir / hydrocortisone,MIN,223500
1007981,clotrimazole / urea,MIN,223500
1602012,glycerin / lidocaine,MIN,223500
1008849,salicylic acid / urea,MIN,223500
1250666,acyclovir / lidocaine,MIN,223500
689441,glycerin / sodium chloride,MIN,223500
1008182,diphenhydramine / lidocaine,MIN,223500
689438,glycerin / salicylic acid,MIN,223500
690691,diphenhydramine / hydrocortisone,MIN,223500
815024,estradiol / progesterone,MIN,223500
1007431,sodium chloride / urea,MIN,223500
214507,diltiazem / enalapril,MIN,223500
214604,guaifenesin / hydrocodone / pseudoephedrine,MIN,222666
466514,chlorpheniramine / hydrocodone / pseudoephedrine,MIN,222666
1008153,biotin / folic acid / magnesium oxide / pantothenate / vitamin a / vitamin e,MIN,222150
705258,acetaminophen / dextromethorphan / doxylamine,MIN,221500
285036,acetaminophen / doxylamine / pseudoephedrine,MIN,221500
1008644,acetaminophen / atropine / chlorpheniramine / phenylephrine,MIN,221250
689580,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine,MIN,221250
1111420,aspirin / chlorpheniramine / dextromethorphan / phenylephrine,MIN,221250
689776,acetaminophen / dextromethorphan / guaifenesin / phenylephrine,MIN,221250
729750,coenzyme q10 / vitamin e,MIN,221000
1235388,ascorbic acid / folic acid / niacin / riboflavin / sodium fluoride / thiamine / vitamin a / vitamin b 12 / vitamin b6 / vitamin d / vitamin e,MIN,218790
692970,carbon dioxide / oxygen,MIN,218000
1292333,folic acid / inositol,MIN,218000
216544,glucose / potassium chloride,MIN,218000
814504,dexamethasone / indomethacin,MIN,218000
1298158,calcium carbonate / folic acid,MIN,218000
823322,chlorpheniramine / dexamethasone,MIN,218000
1008065,ferrous sulfate / folic acid,MIN,218000
1008148,carbon dioxide / helium,MIN,218000
1430892,fenofibrate / simvastatin,MIN,218000
1666878,ethanol / isopropyl alcohol,MIN,218000
1008930,dexamethasone / phenylephrine,MIN,218000
813131,hydrochlorothiazide / potassium chloride,MIN,218000
608054,furosemide / potassium chloride,MIN,218000
820923,acetaminophen / ambroxol / oxatomide,MIN,217333
1007970,clonidine / hydrochlorothiazide / triamterene,MIN,217166
1007933,hydrocortisone / sodium chloride / urea,MIN,216000
812621,acetaminophen / ascorbic acid / caffeine / chlorpheniramine / phenylephrine,MIN,215200
1006882,triclosan / vitamin e,MIN,214250
1488577,biotin / panthenol,MIN,214250
1008158,carbon dioxide / helium / hydrogen / nitrogen / oxygen,MIN,213400
1007086,ascorbic acid / folic acid / niacin / pyridoxine / riboflavin / sodium fluoride / thiamine / vitamin a / vitamin b 12 / vitamin d / vitamin e,MIN,213245
214603,guaifenesin / hydrocodone / phenylephrine,MIN,212666
214409,chlorpheniramine / hydrocodone / phenylephrine,MIN,212666
216554,glucose / potassium chloride / sodium chloride,MIN,212333
153154,amiloride / atenolol / hydrochlorothiazide,MIN,211700
1008723,ascorbic acid / fluoride ion / folic acid / niacin / pyridoxine / riboflavin / thiamine / vitamin a / vitamin b 12 / vitamin d / vitamin e,MIN,211627
1009097,ascorbic acid / folic acid / niacinamide / pyridoxine / thiamine / vitamin a / vitamin b 12 / vitamin d,MIN,211625
1006887,acetaminophen / doxylamine / phenylephrine,MIN,211500
689567,acetaminophen / caffeine / chlorpheniramine / phenylpropanolamine,MIN,210775
1007059,acetaminophen / caffeine / pamabrom / vitamin b6,MIN,210225
689780,acetaminophen / dextromethorphan / phenylpropanolamine,MIN,209033
1251740,linseed oil / vitamin e,MIN,208750
1006965,beta carotene / vitamin e,MIN,208750
1009096,lycopene / vitamin e,MIN,208750
214451,codeine / pseudoephedrine / triprolidine,MIN,208300
689558,acetaminophen / brompheniramine / pseudoephedrine,MIN,208300
818422,brompheniramine / codeine / pseudoephedrine,MIN,208300
689802,acetaminophen / pseudoephedrine / triprolidine,MIN,208300
1008295,acetaminophen / clemastine / pseudoephedrine,MIN,207700
1008319,caffeine / codeine / pheniramine / phenylephrine / salicylic acid,MIN,207480
466524,acetaminophen / dextromethorphan / doxylamine / pseudoephedrine,MIN,207375
1008706,acetaminophen / dexchlorpheniramine / pseudoephedrine,MIN,206800
1293412,5-hydroxytryptophan / magnesium oxide / melatonin / tryptophan / vitamin b6,MIN,206700
880446,codeine / pseudoephedrine / pyrilamine,MIN,205533
821174,ascorbic acid / glucose,MIN,205500
1008726,meclizine / niacin,MIN,205500
645246,dextromethorphan / diphenhydramine,MIN,205500
214617,hydrochlorothiazide / irbesartan,MIN,205500
689436,glycerin / propylene glycol,MIN,205500
1008333,ascorbic acid / folic acid,MIN,205500
1008648,caffeine / meclizine,MIN,205500
214512,diphenhydramine / pseudoephedrine,MIN,205500
284628,candesartan / hydrochlorothiazide,MIN,205500
284636,hydrochlorothiazide / telmisartan,MIN,205500
466517,acetaminophen / dexbrompheniramine / pseudoephedrine,MIN,205160
1190579,codeine / dexbrompheniramine / pseudoephedrine,MIN,205160
1012123,chlorcyclizine / codeine / pseudoephedrine,MIN,205000
1008758,pholcodine / promethazine / pseudoephedrine,MIN,205000
1008062,dextromethorphan / guaiacolsulfonic acid / promethazine,MIN,205000
1007997,biotin / chromium picolinate,MIN,204250
1743368,acetaminophen / chlorpheniramine / dextromethorphan / guaifenesin / phenylephrine,MIN,204000
1963,candida albicans,IN,201000
1486788,sub zero,BN,201000
152318,risperdal,BN,201000
202813,diflucan,BN,201000
690205,acetic acid / salicylic acid,MIN,201000
152061,mirena,BN,201000
703,amiodarone,IN,201000
3443,diltiazem,IN,201000
820299,citric acid / sodium bicarbonate,MIN,201000
1442100,nexgard,BN,201000
262272,clotrimazole / hydrocortisone,MIN,201000
36676,sodium bicarbonate,IN,201000
1005925,ella,BN,201000
1045350,proactiv,BN,201000
690895,lidocaine / sodium chloride,MIN,201000
9525,salicylic acid,IN,201000
801195,colgate,BN,201000
202991,lasix,BN,201000
3407,digoxin,IN,201000
69749,valsartan,IN,201000
106991,lidocaine / methylprednisolone,MIN,201000
106964,hydrocortisone / lidocaine,MIN,201000
8782,propofol,IN,201000
152218,phenergan,BN,201000
1053143,stye,BN,201000
6813,methadone,IN,201000
9863,sodium chloride,IN,201000
8356,piroxicam,IN,201000
727341,epipen,BN,201000
11246,vitamin a,IN,201000
819757,ambroxol / clenbuterol,MIN,201000
35827,ketorolac,IN,201000
358263,tadalafil,IN,201000
2037,carbon monoxide,IN,201000
168,acetic acid,IN,201000
6901,methylphenidate,IN,201000
1244014,vitamin d3,IN,201000
284704,concerta,BN,201000
625,ambroxol,IN,201000
2623,clotrimazole,IN,201000
8263,phosphorus,IN,201000
215101,aleve,BN,201000
1307820,molasses,IN,201000
320864,crestor,BN,201000
3626,domperidone,IN,201000
218772,norco,BN,201000
6387,lidocaine,IN,201000
644513,sodium bicarbonate / sodium chloride,MIN,201000
21183,citric acid,IN,201000
5492,hydrocortisone,IN,201000
151692,effexor,BN,201000
6902,methylprednisolone,IN,201000
10337,taurine,IN,201000
28439,lamotrigine,IN,201000
196502,lamictal,BN,201000
224913,dilaudid,BN,201000
6468,loperamide,IN,201000
9853,sodium,IN,201000
32937,paroxetine,IN,201000
1305642,argan oil,IN,201000
114477,levetiracetam,IN,201000
1038852,keystone,BN,201000
327148,symbicort,BN,201000
324026,allegra,BN,201000
1311524,aspartame,IN,201000
61381,olanzapine,IN,201000
8887,ventolin,BN,201000
11258,vitamin k,IN,201000
4716,gelatin,IN,201000
215928,celexa,BN,201000
4083,estradiol,IN,201000
5093,haloperidol,IN,201000
135447,donepezil,IN,201000
6845,methocarbamol,IN,201000
466530,acetic acid / hydrocortisone,MIN,201000
2580,clenbuterol,IN,201000
10355,temazepam,IN,201000
1309250,olive oil,IN,201000
203167,keflex,BN,201000
58927,norvasc,BN,201000
466529,chlorpheniramine / guaifenesin / hydrocodone / pseudoephedrine,MIN,200750
1312458,petrolatum / vitamin e,MIN,200550
1007659,carbon dioxide / carbon monoxide / nitrogen / oxygen,MIN,200500
1008392,carbon dioxide / nitrogen / oxygen,MIN,200333
691366,castor oil / peruvian balsam / trypsin,MIN,199940
1008701,acetaminophen / dextromethorphan / doxylamine / phenylephrine,MIN,199875
1053120,aspirin / dextromethorphan / doxylamine / phenylephrine,MIN,199875
689762,acetaminophen / chlorpheniramine / phenylpropanolamine,MIN,199033
214447,codeine / guaifenesin / phenylpropanolamine,MIN,199033
816174,aspirin / chlorpheniramine / phenylpropanolamine,MIN,199033
689383,chlorpheniramine / codeine / phenylpropanolamine,MIN,199033
1008059,brompheniramine / codeine / guaifenesin,MIN,198300
1661318,codeine / phenylephrine / triprolidine,MIN,198300
690647,brompheniramine / codeine / phenylephrine,MIN,198300
1008866,acetaminophen / pamabrom / vitamin b6,MIN,198300
1008912,magnesium oxide / vitamin b6 / vitamin e,MIN,197833
1009053,acetaminophen / benzydamine / tetracycline,MIN,197700
1007407,ascorbic acid / aspirin / cysteine,MIN,197700
1007984,ascorbic acid / folic acid / niacinamide / pyridoxine / riboflavin / sodium fluoride / thiamine / vitamin a / vitamin b 12 / vitamin d / vitamin e,MIN,197609
1006881,bromhexine / cephalexin,MIN,197550
1008500,acetaminophen / brompheniramine / dextromethorphan / pseudoephedrine,MIN,197475
1007428,acetaminophen / phenylephrine / terfenadine,MIN,196800
617772,acetaminophen / pheniramine / phenylephrine,MIN,196800
1147841,codeine / pheniramine / phenylephrine,MIN,196800
802546,codeine / dexchlorpheniramine / phenylephrine,MIN,196800
689891,codeine / guaifenesin / pheniramine,MIN,196800
1144260,acetaminophen / chlorpheniramine / salicylamide,MIN,195966
1006998,acetaminophen / astemizole / phenylephrine,MIN,195800
484211,ezetimibe / simvastatin,MIN,195750
1375959,cholecalciferol / glucose,MIN,195750
1009110,chlorhexidine / ethanol,MIN,195750
815833,chloramphenicol / dexamethasone,MIN,195750
813683,dexamethasone / theophylline,MIN,195750
689716,hydrochlorothiazide / labetalol,MIN,195750
1593743,cholecalciferol / folic acid,MIN,195750
1241828,acetaminophen / phenylephrine / pyrilamine,MIN,195533
214450,codeine / phenylephrine / pyrilamine,MIN,195533
1007141,acetaminophen / dextromethorphan / pseudoephedrine / pyrilamine,MIN,195400
820527,acetaminophen / oxatomide / phenylephrine,MIN,195333
1008401,codeine / guaifenesin / phenyltoloxamine,MIN,195333
1008485,acetaminophen / phenylephrine / phenyltoloxamine,MIN,195333
1007130,acetaminophen / dexbrompheniramine / phenylephrine,MIN,195160
822470,acetaminophen / chlorphenoxamine / phenylephrine,MIN,195160
466512,chlorpheniramine / codeine / phenylephrine / potassium iodide,MIN,195125
690804,ammonium chloride / chlorpheniramine / codeine / phenylephrine,MIN,195125
1013615,chlorcyclizine / codeine / phenylephrine,MIN,195000
689379,chlorpheniramine / codeine / iodinated glycerol,MIN,195000
1007806,guaiacolsulfonic acid / phenylephrine / promethazine,MIN,195000
689888,codeine / ephedrine / guaifenesin,MIN,195000
1745437,glycerin / lidocaine / phenylephrine,MIN,194000
1007006,activated charcoal / salicylic acid / sulfur,MIN,194000
689566,acetaminophen / caffeine / chlorpheniramine / phenylephrine / pyrilamine,MIN,193520
1366507,acetaminophen / caffeine / chlorpheniramine / guaifenesin / n-methylephedrine,MIN,193200
1009038,aspirin / papaverine / phenobarbital,MIN,191600
1009143,ubiquinone / vitamin e,MIN,191400
1144134,bilberry extract / vitamin a / vitamin e,MIN,190866
1801605,influenza a virus a/brisbane/10/2010 (h1n1) antigen / influenza a virus a/hong kong/4801/2014 (h3n2) antigen / influenza b virus b/hong kong/259/2010 antigen / influenza b virus b/utah/9/2014 antigen,MIN,190625
1007119,acetaminophen / chlorpheniramine / dextromethorphan / phenylpropanolamine,MIN,190525
1007613,aspirin / chlorpheniramine / dextromethorphan / phenylpropanolamine,MIN,190525
689777,acetaminophen / dextromethorphan / guaifenesin / phenylpropanolamine,MIN,190525
1007273,activated charcoal / calcium carbonate,MIN,190500
690693,diphenhydramine / phenylephrine,MIN,190500
815866,diphenhydramine / guaifenesin,MIN,190500
1007270,inositol / niacin,MIN,190500
1007849,triamcinolone / urea,MIN,190500
689428,glycerin / lysine,MIN,190500
817255,caffeine / nitroglycerin,MIN,190500
392556,benzoyl peroxide / erythromycin,MIN,190500
1008927,niacin / vitamin b6,MIN,190500
1008321,caffeine / phenylephrine,MIN,190500
1007637,phenylephrine / witch hazel,MIN,190500
215009,activated charcoal / sorbitol,MIN,190500
1008735,nitrofurantoin / vitamin b6,MIN,190500
214629,hydrocodone / phenylpropanolamine,MIN,190050
690085,codeine / guaifenesin / pseudoephedrine / triprolidine,MIN,189975
812477,amitriptyline / diazepam / perphenazine,MIN,189366
689516,aspirin / caffeine / ipecac / opium,MIN,189125
1148649,tocotrienols / vitamin e,MIN,188950
1006913,biotin / dicalcium phosphate,MIN,188950
1008142,acetaminophen / ascorbic acid / eucalyptol,MIN,188466
689779,acetaminophen / dextromethorphan / phenylephrine / pyrilamine,MIN,187900
1045449,ethanol / menthol,MIN,187500
821542,cyproheptadine / dexamethasone,MIN,187500
1006894,hydrochlorothiazide / sotalol,MIN,187500
214418,chlorthalidone / clonidine,MIN,187500
151195,atenolol / chlorthalidone,MIN,187500
214287,benazepril / hydrochlorothiazide,MIN,187500
214614,homatropine / hydrocodone,MIN,187300
1007424,ascorbic acid / aspirin / diphenylpyraline,MIN,186736
1008753,dexchlorpheniramine / hydrocodone,MIN,186700
1008665,troxerutin / vitamin e,MIN,185800
1007987,black currant oil / vitamin e,MIN,185800
1008835,vitamin e / zinc citrate,MIN,185800
1006883,pirenzepine / ranitidine,MIN,185450
1008667,magnesium lactate / vitamin e,MIN,185200
1006982,orotic acid / vitamin e,MIN,185200
689910,hydrocodone / phenyltoloxamine,MIN,184500
1009018,amprenavir / vitamin e,MIN,184500
1008519,guaiacolsulfonate / hydrocodone,MIN,184070
1006899,gamma-linolenate / vitamin e,MIN,184000
818715,idebenone / vitamin e,MIN,184000
1007298,thioctate / vitamin e,MIN,184000
1007392,squalene / vitamin e,MIN,184000
1007146,shark liver oil / vitamin e,MIN,184000
1008880,guaiacolsulfonic acid / hydrocodone,MIN,184000
817377,acetaminophen / chlorpheniramine / guaifenesin / phenylpropanolamine,MIN,183025
689381,chlorpheniramine / codeine / phenylephrine / phenylpropanolamine,MIN,183025
687333,estradiol / levonorgestrel,MIN,183000
1008033,hydrocortisone / ketoconazole,MIN,183000
1008192,atropine / hydrocortisone,MIN,183000
690169,propylene glycol / sodium chloride,MIN,183000
1008406,albuterol / ambroxol,MIN,183000
106984,hydrocortisone / nystatin,MIN,183000
816868,iodine / vitamin a,MIN,183000
1008386,ascorbic acid / ferrous sulfate / folic acid,MIN,182000
1008443,dextromethorphan / diphenhydramine / phenylephrine,MIN,182000
1008623,calcium carbonate / folic acid / vitamin b complex,MIN,182000
1007403,calcium chloride / glucose / potassium chloride / sodium chloride,MIN,181875
700821,hydrocodone / pseudoephedrine / triprolidine,MIN,180966
404780,brompheniramine / hydrocodone / pseudoephedrine,MIN,180966
1189803,simvastatin / sitagliptin,MIN,180750
1039701,ethanol / triclosan,MIN,180750
1007890,levothyroxine / potassium iodide,MIN,180750
689585,acetaminophen / chlorpheniramine / phenylephrine / salicylamide,MIN,180725
689584,acetaminophen / chlorpheniramine / phenylephrine / pyrilamine,MIN,180400
1009140,acetaminophen / chlorpheniramine / phenylephrine / phenyltoloxamine,MIN,180250
214541,ephedrine / hydroxyzine / theophylline,MIN,180166
1008198,atenolol / chlorthalidone / hydralazine,MIN,180000
689922,hydrocortisone / salicylic acid / sulfur,MIN,179000
1008791,aspirin / caffeine / magnesium carbonate / magnesium salicylate,MIN,179000
284630,carbinoxamine / hydrocodone / pseudoephedrine,MIN,178633
1007894,ascorbic acid / vitamin a / vitamin e / zinc sulfate,MIN,178025
